#OK
#SQL= select SH.GalaxyID, SH.Redshift as z, SH.SubGroupNumber, SH.CentreOfPotential_x, SH.CentreOfPotential_y, SH.CentreOfPotential_z,SH.Image_Face as face FROM RecalL0025N0752_Subhalo as SH , RecalL0025N0752_Subhalo as REF WHERE REF.GalaxyID=746518 and ((SH.SnapNum > REF.SnapNum and REF.GalaxyID between SH.GalaxyID and SH.TopLeafID ) or (SH.SnapNum <= REF.SnapNum and SH.GalaxyID between REF.GalaxyID and REF.TopLeafID )) ORDER BY SH.Redshift
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 1691 millisec
#COLUMN 1 name=GalaxyID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=SubGroupNumber JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 4 name=CentreOfPotential_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=CentreOfPotential_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=CentreOfPotential_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=face JDBC_TYPE=-9 JDBC_TYPENAME=nvarchar
GalaxyID,z,SubGroupNumber,CentreOfPotential_x,CentreOfPotential_y,CentreOfPotential_z,face
746518,2.220446E-16,0,4.086632,21.520256,14.216853,<img src='http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_746518.png'>
746519,0.10063854,0,4.021087,21.361322,14.149243,<img src='http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_746519.png'>
746520,0.18270987,0,3.9717357,21.240614,14.114352,<img src='http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RecalL0025N0752_Subhalo/galface_746520.png'>
746521,0.27090108,0,3.919759,21.12528,14.07498,
746522,0.36566857,0,3.880264,21.0163,14.069913,
746523,0.5031073,0,3.8133304,20.902943,14.067626,
746524,0.6151898,0,3.7405512,20.79259,13.946697,
746525,0.7356296,0,3.648131,20.68021,13.91212,
746526,0.86505055,0,3.6736815,20.64308,13.883705,
746527,1.0041217,0,3.7207904,20.584755,13.823722,
746528,1.2593315,1,3.786026,20.457823,13.7032795,
746529,1.4867073,0,3.818373,20.354664,13.608087,
746530,1.7369658,0,3.8488445,20.26715,13.544211,
746531,2.0124102,0,3.8713822,20.168406,13.481764,
746532,2.237037,0,3.887383,20.100128,13.477744,
746533,2.4784133,0,3.906927,20.046953,13.456094,
746534,3.0165045,0,3.9594247,19.96736,13.393033,
746535,3.5279765,0,3.9898648,19.867466,13.361793,
746536,3.9836636,0,4.0188246,19.806211,13.319115,
746537,4.4852138,0,4.0464153,19.748482,13.277474,
746538,5.0372367,0,4.0676727,19.696953,13.2511425,
746539,5.4874153,0,4.08417,19.66107,13.228953,
746540,5.9711623,0,4.0954127,19.620775,13.206512,
746541,7.0495663,0,4.119185,19.56873,13.168923,
746542,8.074616,0,4.1380124,19.511976,13.126957,
746543,8.987875,0,4.1429205,19.473097,13.115382,
746544,9.993033,0,4.1565204,19.446138,13.096548,
746545,15.132311,0,4.1987495,19.335997,13.0212,
