# column 1: wavelength; lambda (micron)
# column 2: total flux; F_nu (Jy)
1.000000000e-02 0.000000000e+00
1.009262191e-02 0.000000000e+00
1.018610170e-02 0.000000000e+00
1.028044732e-02 0.000000000e+00
1.037566679e-02 0.000000000e+00
1.047176819e-02 0.000000000e+00
1.056875971e-02 0.000000000e+00
1.066664958e-02 0.000000000e+00
1.076544613e-02 0.000000000e+00
1.086515775e-02 0.000000000e+00
1.096579291e-02 0.000000000e+00
1.106736018e-02 0.000000000e+00
1.116986818e-02 0.000000000e+00
1.127332564e-02 0.000000000e+00
1.137774133e-02 0.000000000e+00
1.148312415e-02 0.000000000e+00
1.158948303e-02 0.000000000e+00
1.169682704e-02 0.000000000e+00
1.180516529e-02 0.000000000e+00
1.191450698e-02 0.000000000e+00
1.202486142e-02 0.000000000e+00
1.213623798e-02 0.000000000e+00
1.224864614e-02 0.000000000e+00
1.236209544e-02 0.000000000e+00
1.247659553e-02 0.000000000e+00
1.259215614e-02 0.000000000e+00
1.270878709e-02 0.000000000e+00
1.282649831e-02 0.000000000e+00
1.294529978e-02 0.000000000e+00
1.306520162e-02 0.000000000e+00
1.318621401e-02 0.000000000e+00
1.330834725e-02 0.000000000e+00
1.343161170e-02 0.000000000e+00
1.355601785e-02 0.000000000e+00
1.368157628e-02 0.000000000e+00
1.380829765e-02 0.000000000e+00
1.393619274e-02 0.000000000e+00
1.406527242e-02 0.000000000e+00
1.419554766e-02 0.000000000e+00
1.432702953e-02 0.000000000e+00
1.445972922e-02 0.000000000e+00
1.459365799e-02 0.000000000e+00
1.472882724e-02 0.000000000e+00
1.486524845e-02 0.000000000e+00
1.500293322e-02 0.000000000e+00
1.514189325e-02 0.000000000e+00
1.528214036e-02 0.000000000e+00
1.542368646e-02 0.000000000e+00
1.556654359e-02 0.000000000e+00
1.571072389e-02 0.000000000e+00
1.585623962e-02 0.000000000e+00
1.600310314e-02 0.000000000e+00
1.615132694e-02 0.000000000e+00
1.630092361e-02 0.000000000e+00
1.645190588e-02 0.000000000e+00
1.660428657e-02 0.000000000e+00
1.675807865e-02 0.000000000e+00
1.691329517e-02 0.000000000e+00
1.706994934e-02 0.000000000e+00
1.722805447e-02 0.000000000e+00
1.738762400e-02 0.000000000e+00
1.754867150e-02 0.000000000e+00
1.771121064e-02 0.000000000e+00
1.787525526e-02 0.000000000e+00
1.804081929e-02 0.000000000e+00
1.820791680e-02 0.000000000e+00
1.837656200e-02 0.000000000e+00
1.854676923e-02 0.000000000e+00
1.871855295e-02 0.000000000e+00
1.889192776e-02 0.000000000e+00
1.906690841e-02 0.000000000e+00
1.924350975e-02 0.000000000e+00
1.942174681e-02 0.000000000e+00
1.960163474e-02 0.000000000e+00
1.978318883e-02 0.000000000e+00
1.996642450e-02 0.000000000e+00
2.015135734e-02 0.000000000e+00
2.033800306e-02 0.000000000e+00
2.052637753e-02 0.000000000e+00
2.071649676e-02 0.000000000e+00
2.090837691e-02 0.000000000e+00
2.110203429e-02 0.000000000e+00
2.129748536e-02 0.000000000e+00
2.149474673e-02 0.000000000e+00
2.169383518e-02 0.000000000e+00
2.189476763e-02 0.000000000e+00
2.209756115e-02 0.000000000e+00
2.230223298e-02 0.000000000e+00
2.250880052e-02 0.000000000e+00
2.271728133e-02 0.000000000e+00
2.292769313e-02 0.000000000e+00
2.314005380e-02 0.000000000e+00
2.335438140e-02 0.000000000e+00
2.357069414e-02 0.000000000e+00
2.378901041e-02 0.000000000e+00
2.400934877e-02 0.000000000e+00
2.423172794e-02 0.000000000e+00
2.445616683e-02 0.000000000e+00
