,sma,intens,intens_err,ellipticity,ellipticity_err,pa,pa_err,grad,grad_error,grad_rerror,x0,x0_err,y0,y0_err,ndata,nflag,niter,stop_code
0,1.0350039804593265,1005.6898367067602,1.628141006817446,0.4386775528168719,0.07791635874216046,134.9450939699953,6.734660099007077,-40.28041329758621,22.009061560703753,0.5463961205686695,499.7385461094693,0.0587108958572751,499.67502508656315,0.058766957206812735,13,0,10,0
1,1.138504378505259,1002.3462107831673,1.5385366293614262,0.44836512764009245,0.06789643339733359,134.78292256220533,5.778181887793241,-39.01950236719331,19.108343504039354,0.48971263970053097,499.73148630148773,0.05694099237934413,499.6567106277115,0.05716191794732438,13,0,10,0
2,1.252354816355785,998.9317642872383,1.4743772140982554,0.4600584548032681,0.05903965594195009,134.5411454489732,4.9339242481635495,-38.26238646929145,16.9968570831251,0.4442184257577975,499.7232843869271,0.05523080906378797,499.63751636592,0.05569868541693019,13,0,10,0
3,1.3775902979913635,995.6430914675046,1.4923173993360317,0.4787290693143533,0.05505950014356641,133.85015218556515,4.476461668477893,-36.41748762511702,16.103475274469332,0.44219072551734234,499.72864615894457,0.05781239337508427,499.6151370854885,0.05910654162964226,13,0,10,0
4,1.5153493277905,992.3999405997644,1.5655482017009341,0.4991206332409872,0.05051831904614932,133.85015218556515,3.992676308997762,-36.385584334433034,15.475089307446085,0.42530825299406916,499.7258327723201,0.06016284774295549,499.59947043867624,0.061576673254408326,13,0,10,0
5,1.66688426056955,988.5446002384065,1.6824369252305713,0.5140267926297273,0.04655752216626399,133.85015218556515,3.608062640234605,-37.445935078120215,14.913434140463268,0.398265769284454,499.73120450157234,0.06244115910265404,499.5688265260964,0.06395925251470064,13,0,10,0
6,1.833572686626505,983.2699644994963,1.7495810148060682,0.5180460579209544,0.0390665316355717,133.23942313367527,3.0126448700978337,-41.834364342502546,14.433912449055123,0.34502526035493436,499.7194098256411,0.05763112442724132,499.5388203465776,0.0598094683525018,13,0,10,0
7,2.0169299552891555,973.809134226663,1.869942824916337,0.4921307663883444,0.03649742403342185,132.5693500453361,2.9111642938288402,-45.85744196516235,15.586262525346656,0.3398851278531292,499.68329023454436,0.05647489748756863,499.4878464489416,0.05926932072175938,13,0,10,0
8,2.2186229508180713,961.5319901881168,2.339573823112093,0.4585529117849654,0.03656258207721092,132.33187765597722,3.0509791782152,-55.52566327483083,15.450362063640043,0.2782562359888733,499.612789444581,0.05915390364789937,499.4641565644828,0.06211814123711978,13,0,10,0
9,2.4404852458998785,946.2143307324303,2.743605695410368,0.4181971562946835,0.028738122106420943,131.85396153425643,2.668657725119109,-78.22128303918667,17.259720293421413,0.22065248258296627,499.6010826815231,0.048733426018865274,499.3804914725725,0.051057502488356464,14,0,10,0
10,2.684533770489866,918.2215471087745,3.1056138038828562,0.3501994581483688,0.03543737660107647,131.85396153425643,3.616101914059513,-74.06437984867613,18.283897203590953,0.24686491996486717,499.58278655085,0.06043857993429947,499.2586542423901,0.06272570889978124,14,0,10,0
11,2.952987147538853,895.0771034043495,3.4188182966918017,0.3261584179267667,0.030474807496287306,131.71373734880817,3.3585849969336943,-86.44449433211571,17.964443835272576,0.20781478304742024,499.5713502140459,0.056007723890153446,499.1880410086991,0.05763995908142409,16,0,10,0
12,3.248285862292738,866.9116201987305,4.372279060270799,0.3114850426828259,0.032837022396187784,131.82840591942045,3.6367431579260865,-94.76524588389151,19.076376798666708,0.20130140138125646,499.5411046614352,0.06487580475104578,499.1802261404272,0.06681399877943067,17,0,10,0
13,3.5731144485220123,831.4122940487355,4.592779411336897,0.2898343573358589,0.02959201560199651,131.91217097880525,3.4713488987221393,-101.3833674658843,18.032248069945897,0.17786199571654376,499.5478065923057,0.06319088054209518,499.10905526964194,0.06487556724362714,19,0,10,0
14,3.9304258933742138,791.6211419157361,4.312066393485588,0.2774178300358649,0.024733415632431366,130.31570968229417,2.996053044817821,-103.73861665737093,16.094929848789178,0.15514887673842515,499.53682825567364,0.057067161480990204,499.0588332560349,0.05929617320111769,21,0,10,0
15,4.323468482711635,748.3143268516773,4.583003449047932,0.26313598082319456,0.023520352160672407,129.23269634761633,3.0404150270823007,-104.68830042728567,15.426467913161535,0.14735617877258825,499.53650914820037,0.059381698410180754,499.0249754391242,0.061795823678887495,24,0,10,0
16,4.755815330982799,695.4295570617297,4.809392044052695,0.23575990406471564,0.023358855876892206,127.2471106393833,3.3204762854073637,-102.41596086606613,14.816838541489767,0.14467313899311457,499.5145243138444,0.06338590709513281,499.0019678613994,0.06633550257253559,27,0,10,0
17,5.231396864081079,642.254805635615,5.071649155196722,0.22169022619767675,0.02665878406998942,125.51757440566719,3.8971350096435,-87.94175186238998,13.861636390864476,0.15762292764596014,499.4900181782854,0.07745018941734251,499.02999864383844,0.08220696579915904,29,0,10,0
18,5.7545365504891866,593.097340653723,5.06736211346456,0.20477864921252248,0.027562574434750523,125.69050774922579,4.3978040885596,-77.32483804757946,12.504800712569851,0.16171777436993023,499.46060180102006,0.08818269123601062,499.1028847783621,0.09246605584692684,33,0,10,0
19,6.329990205538105,544.3133282184968,4.866842412825826,0.18835960883620367,0.028808688171203363,126.53447913679521,4.876626616409608,-65.87552508515752,10.54125503838788,0.1600177763252917,499.4970712047085,0.09985588321363018,499.198067501848,0.10428836405817907,36,0,10,0
20,6.962989226091916,503.1819848425128,4.350098798362638,0.18419435171148402,0.02613478832466882,130.9476732380981,4.541187086233105,-58.68603009925545,8.407518164550511,0.1432626836460212,499.4749744803165,0.10084841130060447,499.32972918792876,0.10284179356392162,40,0,10,0
21,7.659288148701108,461.7965043749596,3.5339880100017727,0.17582159798536137,0.021664544480038295,136.98622395771164,3.907848801741653,-52.57317016893994,6.312870072950251,0.12007778972932993,499.42335525791844,0.09262977757308842,499.4401737236134,0.09176460417659484,44,0,10,0
22,8.42521696357122,418.56144990835185,2.802284317114228,0.15490624569209852,0.019012926251496583,147.85605214355257,3.844764168287752,-43.99413672000286,4.839730013094544,0.11000852326973971,499.30584065856254,0.08997581717522735,499.5524239551052,0.08548658492723853,49,0,10,0
23,9.267738659928343,379.19296866704786,2.5582427879686946,0.1373656827286709,0.021651651638156477,149.45039778724677,4.928178785437651,-32.40074748163965,3.9576244072787468,0.12214608349765362,499.1362727889111,0.11153799481896522,499.7238345748293,0.10656609211157674,55,0,10,0
24,10.194512525921176,347.03225605574175,2.2245969073475558,0.10857437959562848,0.02249328992788275,137.1095285061867,6.332987172558727,-25.433958016826093,3.0931257212920604,0.12161401380177524,498.95174854068955,0.12247921442393019,499.9627462915931,0.12178540020960803,61,0,10,0
25,11.213963778513294,321.2924339969531,2.1448876988836303,0.10002495173383719,0.022610206861346474,118.82287896329483,6.837694155148029,-22.361862800357997,2.5125685808270553,0.11235953834699455,498.8844325569577,0.13124334643856791,499.93352355722374,0.13669848067899001,67,0,10,0
26,12.335360156364624,293.9090351896362,1.6685470287120627,0.07767605120812121,0.01856089146317678,104.31376803334605,7.176667667061459,-19.613006475777926,1.7420139988804013,0.08881932512650671,498.85797482927757,0.11687947657054629,499.9294519931292,0.12247157168844422,75,0,10,0
27,13.568896172001088,267.8299423865119,1.2901114494580181,0.06044822274556768,0.015410738837686918,97.35635341514816,7.564508330896489,-16.87857385314791,1.1570803383701045,0.06855320529076012,498.63549940709294,0.10591570011054001,499.8518724121066,0.11033179599298511,83,0,10,0
28,14.925785789201196,246.82115775613656,0.8831853212514289,0.07416595465451893,0.011176941337901232,99.13216504134208,4.520837824846857,-14.208373340407862,0.7744764206199589,0.05450845090179247,498.54222169339465,0.08501767834434994,499.74951175329403,0.0891074751312266,91,0,10,0
29,16.418364368121317,229.79006064383321,0.6884373834043431,0.1045050292954773,0.008422631280817527,100.18255363169284,2.4476043127682257,-12.920009041616387,0.629861414137692,0.048750849330589305,498.58459109104007,0.07059060550467346,499.8104365271168,0.07597319618606954,98,0,10,0
30,18.060200804933448,211.63645669267436,0.6770485153243517,0.12274941615657504,0.0077670573659765025,98.40153185155856,1.9460498016790455,-12.229478844030748,0.5388761210771035,0.04406370279140152,498.82145026496,0.07195339889663017,499.97208583282486,0.07849759150645323,107,0,10,0
31,19.86622088542679,189.18496435420056,0.6032235128116372,0.11400086104515997,0.007281606325298386,101.76385120705572,1.9506075469425086,-10.657659237554439,0.500445037390618,0.04695637440041221,499.2348407152324,0.07407133656304785,500.10645146541987,0.08013561121941362,118,0,10,0
32,21.852842973969473,167.69341276589773,0.6926187526611559,0.10669390953946474,0.009057175995270084,113.5620805287884,2.5760510627663336,-9.00879786177972,0.4897395691137036,0.054362366281016074,499.3928794701893,0.1020304395955968,500.00489931499663,0.10789498881888172,130,0,10,0
33,24.03812727136642,147.1431212228707,0.6881235498048762,0.09075715542744996,0.009358424706843196,121.68668263976859,3.0959946742779523,-8.007948146778588,0.3786099116789692,0.04727926614151157,498.8900214150378,0.11621881936413198,499.68885830615005,0.11996915793417766,144,0,10,0
34,26.441939998503063,126.51858406864156,0.49797184853119014,0.07184254606875855,0.007626756915755688,130.51616254696532,3.173251380004425,-6.568344315164367,0.25364394403706925,0.038616115700798495,498.5919529345196,0.10461356570199712,499.2043355200729,0.10543154302531793,161,0,10,0
35,29.08613399835337,105.2975087404972,0.35059220414874653,0.028919370695798922,0.005520844998275883,134.7417728463222,5.576360993498644,-6.0670414576184495,0.14730764758389928,0.02427998038466071,498.28807786339854,0.08167105261279133,499.22506810999704,0.08168358942084834,181,0,10,0
36,31.99474739818871,87.00211476014238,0.23622552576431222,0.020000659801239013,0.004213160823591315,151.00885635577652,6.124914832053631,-4.905781832114604,0.10441072936233643,0.02128319866954436,498.30405124845646,0.06843357000502058,499.0866802561763,0.0680611953900459,200,0,11,0
37,35.19422213800758,71.10975206497154,0.31068074416894365,0.013114097224182976,0.004102573291187049,37.29405605428177,9.034413614120398,-4.027041768786755,0.10837394100090225,0.026911551263485545,499.33750543355023,0.07280684870474334,498.8767331406655,0.07264378570573245,220,0,50,2
38,38.71364435180834,56.904630304531935,0.1983213196225008,0.013114097224182976,0.004164527167737822,119.06571876447215,9.20691163263998,-3.1059237250802467,0.06413820809980315,0.020650284352409856,499.33750543355023,0.0812683733410476,498.8767331406655,0.08145928734753172,243,0,50,2
39,42.58500878698918,44.879663358659194,0.1496140793207335,0.013114097224182976,0.00432911900160581,115.53370665460236,9.5608795102092,-2.281968986561165,0.04651517434513111,0.020383789008117763,499.33750543355023,0.09282799383329471,498.8767331406655,0.09315054947845502,267,0,10,0
40,46.843509665688096,35.70534811448449,0.12273538046252265,0.024118631424463226,0.003921483390257833,122.0867916290217,4.734387647031243,-1.8564356429011133,0.03254528272075366,0.017531058965175907,499.6952732164471,0.09288639643606855,498.6560490837982,0.0934588058553576,292,0,10,0
41,51.5278606322569,26.82291871994169,0.08708525129630583,0.017981570173474036,0.003666337147576402,97.83953666051247,5.914833797248502,-1.2872896047271114,0.023253162974188724,0.018063660957720613,499.44921859083206,0.09502416717830932,498.66553139806507,0.09594640650766222,322,0,13,0
42,56.680646695482594,19.9357573501155,0.06792561166472609,0.009846831646682524,0.004006484021391313,62.885026755062256,11.766113622798745,-0.8413228223975511,0.014686609596555949,0.01745656863878117,498.7647274074829,0.11426327306365892,498.20678880298755,0.11445974774486077,356,0,10,0
43,62.34871136503085,15.216809627216207,0.04319066711269992,0.011487562334922173,0.003479048360927316,118.6284242350375,8.780325674590793,-0.5584959364816797,0.00877017767409033,0.015703207671194964,498.42868476750795,0.10935043285546764,498.626071629328,0.10949344209953803,392,0,10,0
44,68.58358250153394,11.550921591774818,0.03156613467714533,0.0014527590888471146,0.0034084731515869114,24.092096759032728,67.53314885019951,-0.38276372848232376,0.00572256834073021,0.014950654711773403,498.68217910136974,0.11711771983469248,499.0702317748207,0.11728969233724007,433,0,10,0
45,75.44194075168734,8.982963425638388,0.02289412258933966,0.005571452909204324,0.0029046553182054224,179.40546907253486,15.048300809653174,-0.29472862542463063,0.0038647839237488137,0.013113025306519248,498.9474402894094,0.11010193284037909,499.26842057217937,0.11016496527910567,475,0,10,0
46,82.98613482685607,6.905942322923818,0.018088134773001096,0.019102600551284453,0.0027479187173863576,1.888925614379563,4.180983581105752,-0.2204278402448559,0.0027758634627027766,0.012593071091289054,498.73151194536194,0.11595423545116096,499.4588496421458,0.11485247840503518,519,0,11,0
47,91.28474830954168,5.154173357290094,0.011923234424631345,0.02797398363912037,0.0023201606325447656,17.279272729635768,2.4202619875305804,-0.15513581782393823,0.0016892597661666644,0.010888908763054221,500.02033057683644,0.10839526581646697,499.43956799201834,0.10689765708873299,568,0,10,0
48,100.41322314049586,3.74406803774978,0.009520070016332434,0.028677284202237925,0.0024075975770409615,25.629293919739865,2.452317309687628,-0.10828151282204306,0.0011847907985447854,0.01094176436648007,499.97945028356634,0.12360365892731341,499.7810131770263,0.12231230654980244,625,0,11,0
49,110.45454545454545,2.561004349410625,0.006446648633754301,0.006858498830251628,0.0023493399547684242,179.48628550909748,9.893584426972264,-0.06986246943836928,0.0007541321589882403,0.010794524800665894,499.8279997509556,0.1305278158546236,499.18017952811687,0.13047698362105115,695,0,10,0
50,121.5,1.7700602748553917,0.005145007399675574,0.0014822556529077964,0.002520492970220164,171.38401547857336,48.94723662442669,-0.04744544219292478,0.00051872418100463,0.010933066634627845,499.40827654481564,0.1533265787075044,498.87130830074375,0.15375921449100163,766,0,20,0
51,133.65,1.2259869411415991,0.003434940609596721,0.014431769907050196,0.0025295820521742344,145.17542638586673,5.077574175994039,-0.02702930014897356,0.0003537500599368966,0.01308765147403679,499.40827654481564,0.17081107191717593,498.87130830074375,0.17039711710246863,837,0,50,2
